e11,e22,e12,s11,s22,s12,timestep,simulation_id
0.0185376,-0.0204595,-0.0308135,760.718,-104.136,-298.023,59.0,6041
0.0182984,-0.0202773,-0.0305231,742.163,-101.596,-290.755,60.0,6041
0.0180592,-0.0200952,-0.0302327,723.609,-99.0564,-283.486,61.0,6041
0.01782,-0.019913,-0.0299424,705.055,-96.5165,-276.217,62.0,6041
0.0175808,-0.0197309,-0.029652,686.501,-93.9766,-268.948,63.0,6041
0.0173416,-0.0195487,-0.0293616,667.947,-91.4367,-261.679,64.0,6041
0.0171024,-0.0193666,-0.0290712,649.393,-88.8968,-254.41,65.0,6041
0.0168633,-0.0191844,-0.0287809,630.839,-86.3569,-247.141,66.0,6041
0.0166241,-0.0190023,-0.0284905,612.285,-83.817,-239.873,67.0,6041
0.0163849,-0.0188202,-0.0282001,593.731,-81.2771,-232.604,68.0,6041
0.0161457,-0.018638,-0.0279097,575.177,-78.7371,-225.335,69.0,6041
0.0159065,-0.0184559,-0.0276194,556.623,-76.1972,-218.066,70.0,6041
0.0156673,-0.0182737,-0.027329,538.068,-73.6573,-210.797,71.0,6041
0.0154281,-0.0180916,-0.0270386,519.514,-71.1174,-203.528,72.0,6041
0.015189,-0.0179094,-0.0267482,500.96,-68.5775,-196.259,73.0,6041
0.0149498,-0.0177273,-0.0264579,482.406,-66.0376,-188.99,74.0,6041
0.0147106,-0.0175451,-0.0261675,463.852,-63.4977,-181.722,75.0,6041
0.0144714,-0.017363,-0.0258771,445.298,-60.9578,-174.453,76.0,6041
0.0142322,-0.0171809,-0.0255867,426.744,-58.4179,-167.184,77.0,6041
0.013993,-0.0169987,-0.0252964,408.19,-55.878,-159.915,78.0,6041
0.0137538,-0.0168166,-0.025006,389.636,-53.3381,-152.646,79.0,6041
0.0135147,-0.0166344,-0.0247156,371.082,-50.7982,-145.377,80.0,6041
0.0132755,-0.0164523,-0.0244252,352.528,-48.2583,-138.108,81.0,6041
0.0130363,-0.0162701,-0.0241349,333.974,-45.7183,-130.84,82.0,6041
0.0127971,-0.016088,-0.0238445,315.419,-43.1784,-123.571,83.0,6041
0.0125579,-0.0159058,-0.0235541,296.865,-40.6385,-116.302,84.0,6041
0.0123187,-0.0157237,-0.0232637,278.311,-38.0986,-109.033,85.0,6041
0.0120739,-0.0155331,-0.0229611,259.757,-35.5587,-101.764,86.0,6041
0.0117874,-0.0152807,-0.0225684,241.203,-33.0188,-94.4952,87.0,6041
0.0113655,-0.0148265,-0.0218821,222.649,-30.4789,-87.2264,88.0,6041
0.0106605,-0.0139513,-0.0205831,204.095,-27.939,-79.9575,89.0,6041
0.00953896,-0.0124562,-0.0183818,185.541,-25.3991,-72.6886,90.0,6041
0.00798681,-0.0103204,-0.015248,166.987,-22.8592,-65.4198,91.0,6041
0.00616767,-0.00778733,-0.011536,148.433,-20.3193,-58.1509,92.0,6041
0.00437034,-0.00528668,-0.00787127,129.879,-17.7794,-50.882,93.0,6041
0.00287317,-0.00323267,-0.00485656,111.325,-15.2394,-43.6132,94.0,6041
0.0018155,-0.00183264,-0.00279365,92.7704,-12.6995,-36.3443,95.0,6041
0.00116114,-0.00103271,-0.00160414,74.2163,-10.1596,-29.0755,96.0,6041
0.000768095,-0.000621635,-0.000980576,55.6623,-7.61972,-21.8066,97.0,6041
0.000491119,-0.000383258,-0.000608359,37.1082,-5.07982,-14.5377,98.0,6041
0.00024433,-0.0001898,-0.000301518,18.5541,-2.53991,-7.26886,99.0,6041
2.94554e-06,-4.38292e-06,-6.37898e-06,-1.21469e-07,1.80749e-07,1.3153e-07,100.0,6041
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.000263706,-0.000298132,7.10344e-05,16.8759,-11.2527,1.77818,1.0,6845
0.000527412,-0.000596264,0.000142069,33.7517,-22.5054,3.55636,2.0,6845
0.000791117,-0.000894396,0.000213103,50.6276,-33.7581,5.33453,3.0,6845
0.00105482,-0.00119253,0.000284138,67.5034,-45.0108,7.11271,4.0,6845
0.00131853,-0.00149066,0.000355172,84.3793,-56.2634,8.89089,5.0,6845
0.00158223,-0.00178879,0.000426207,101.255,-67.5161,10.6691,6.0,6845
0.00184594,-0.00208692,0.000497241,118.131,-78.7688,12.4472,7.0,6845
0.00210965,-0.00238506,0.000568275,135.007,-90.0215,14.2254,8.0,6845
0.00237577,-0.00268606,0.000639651,151.883,-101.274,16.0036,9.0,6845
0.00268937,-0.00304354,0.000717685,168.759,-112.527,17.7818,10.0,6845
0.00323784,-0.00367958,0.000827712,185.634,-123.78,19.56,11.0,6845
0.00439983,-0.00503832,0.00101537,202.51,-135.032,21.3381,12.0,6845
0.00660662,-0.0076175,0.00132286,219.386,-146.285,23.1163,13.0,6845
0.0100128,-0.0115892,0.00175772,236.262,-157.538,24.8945,14.0,6845
0.0142402,-0.0165124,0.00227751,253.138,-168.79,26.6727,15.0,6845
0.0184791,-0.0214521,0.00280215,270.014,-180.043,28.4508,16.0,6845
0.0219131,-0.0254629,0.00324817,286.89,-191.296,30.229,17.0,6845
0.0241482,-0.0280809,0.00356587,303.765,-202.548,32.0072,18.0,6845
0.0253269,-0.0294616,0.00375828,320.641,-213.801,33.7854,19.0,6845
0.0258805,-0.030104,0.00386933,337.517,-225.054,35.5636,20.0,6845
0.0262018,-0.0304706,0.00394845,354.393,-236.306,37.3417,21.0,6845
0.0264768,-0.0307822,0.00402107,371.269,-247.559,39.1199,22.0,6845
0.0267442,-0.0310847,0.00409262,388.145,-258.812,40.8981,23.0,6845
0.0270095,-0.0313848,0.00416389,405.021,-270.065,42.6763,24.0,6845
0.0272742,-0.031684,0.00423506,421.896,-281.317,44.4544,25.0,6845
0.0275385,-0.0319829,0.00430617,438.772,-292.57,46.2326,26.0,6845
0.0278026,-0.0322815,0.00437726,455.648,-303.823,48.0108,27.0,6845
0.0280666,-0.03258,0.00444834,472.524,-315.075,49.789,28.0,6845
0.0283305,-0.0328784,0.00451941,489.4,-326.328,51.5672,29.0,6845
0.0285944,-0.0331767,0.00459046,506.276,-337.581,53.3453,30.0,6845
0.0288582,-0.033475,0.00466152,523.152,-348.833,55.1235,31.0,6845
0.0291221,-0.0337733,0.00473257,540.027,-360.086,56.9017,32.0,6845
0.0293859,-0.0340715,0.00480362,556.903,-371.339,58.6799,33.0,6845
0.0296497,-0.0343697,0.00487466,573.779,-382.591,60.458,34.0,6845
0.0299134,-0.034668,0.00494571,590.655,-393.844,62.2362,35.0,6845
0.0301772,-0.0349662,0.00501675,607.531,-405.097,64.0144,36.0,6845
0.030441,-0.0352644,0.00508779,624.407,-416.349,65.7926,37.0,6845
0.0307047,-0.0355625,0.00515883,641.283,-427.602,67.5708,38.0,6845
0.0309685,-0.0358607,0.00522987,658.158,-438.855,69.3489,39.0,6845
0.0312322,-0.0361589,0.00530091,675.034,-450.108,71.1271,40.0,6845
0.0314959,-0.0364571,0.00537195,691.91,-461.36,72.9053,41.0,6845
0.0317597,-0.0367552,0.00544299,708.786,-472.613,74.6835,42.0,6845
0.0320234,-0.0370534,0.00551403,725.662,-483.866,76.4616,43.0,6845
0.0322871,-0.0373516,0.00558507,742.538,-495.118,78.2398,44.0,6845
0.0325509,-0.0376497,0.00565611,759.414,-506.371,80.018,45.0,6845
0.0328146,-0.0379479,0.00572714,776.289,-517.624,81.7962,46.0,6845
0.0330783,-0.038246,0.00579818,793.165,-528.876,83.5743,47.0,6845
0.033342,-0.0385442,0.00586922,810.041,-540.129,85.3525,48.0,6845
0.0336058,-0.0388423,0.00594025,826.917,-551.382,87.1307,49.0,6845
0.0338695,-0.0391405,0.00601129,843.793,-562.634,88.9089,50.0,6845
0.0336058,-0.0388424,0.00594026,826.917,-551.382,87.1307,51.0,6845
0.0333421,-0.0385442,0.00586922,810.041,-540.129,85.3525,52.0,6845
0.0330784,-0.0382461,0.00579819,793.165,-528.876,83.5743,53.0,6845
0.0328147,-0.037948,0.00572715,776.289,-517.624,81.7962,54.0,6845
0.032551,-0.0376498,0.00565612,759.414,-506.371,80.018,55.0,6845
0.0322873,-0.0373517,0.00558508,742.538,-495.118,78.2398,56.0,6845
0.0320235,-0.0370536,0.00551405,725.662,-483.866,76.4616,57.0,6845
0.0317598,-0.0367554,0.00544302,708.786,-472.613,74.6835,58.0,6845
0.0314961,-0.0364573,0.00537198,691.91,-461.36,72.9053,59.0,6845
0.0312324,-0.0361592,0.00530095,675.034,-450.108,71.1271,60.0,6845
0.0309687,-0.035861,0.00522991,658.158,-438.855,69.3489,61.0,6845
0.030705,-0.0355629,0.00515888,641.283,-427.602,67.5708,62.0,6845
0.0304413,-0.0352648,0.00508784,624.407,-416.349,65.7926,63.0,6845
0.0301776,-0.0349666,0.00501681,607.531,-405.097,64.0144,64.0,6845
0.0299139,-0.0346685,0.00494577,590.655,-393.844,62.2362,65.0,6845
0.0296502,-0.0343704,0.00487474,573.779,-382.591,60.458,66.0,6845
0.0293865,-0.0340723,0.00480371,556.903,-371.339,58.6799,67.0,6845
0.0291228,-0.0337741,0.00473267,540.027,-360.086,56.9017,68.0,6845
0.0288591,-0.033476,0.00466164,523.152,-348.833,55.1235,69.0,6845
0.0285954,-0.0331779,0.0045906,506.276,-337.581,53.3453,70.0,6845
0.0283317,-0.0328797,0.00451957,489.4,-326.328,51.5672,71.0,6845
0.028068,-0.0325816,0.00444853,472.524,-315.075,49.789,72.0,6845
0.0278043,-0.0322835,0.0043775,455.648,-303.823,48.0108,73.0,6845
0.0275405,-0.0319853,0.00430646,438.772,-292.57,46.2326,74.0,6845
0.0272768,-0.0316872,0.00423543,421.896,-281.317,44.4544,75.0,6845
0.0270131,-0.0313891,0.0041644,405.021,-270.065,42.6763,76.0,6845
0.0267494,-0.0310909,0.00409336,388.145,-258.812,40.8981,77.0,6845
0.0264857,-0.0307928,0.00402233,371.269,-247.559,39.1199,78.0,6845
0.026222,-0.0304947,0.00395129,354.393,-236.306,37.3417,79.0,6845
0.0259583,-0.0301965,0.00388026,337.517,-225.054,35.5636,80.0,6845
0.0256946,-0.0298984,0.00380922,320.641,-213.801,33.7854,81.0,6845
0.0254309,-0.0296003,0.00373819,303.765,-202.548,32.0072,82.0,6845
0.0251672,-0.0293021,0.00366715,286.89,-191.296,30.229,83.0,6845
0.0249035,-0.029004,0.00359612,270.014,-180.043,28.4508,84.0,6845
0.0246398,-0.0287059,0.00352509,253.138,-168.79,26.6727,85.0,6845
0.0243761,-0.0284077,0.00345405,236.262,-157.538,24.8945,86.0,6845
0.0240975,-0.0280922,0.00338125,219.386,-146.285,23.1163,87.0,6845
0.0236972,-0.027634,0.00329397,202.51,-135.032,21.3381,88.0,6845
0.0228858,-0.0266942,0.00315781,185.634,-123.78,19.56,89.0,6845
0.0212238,-0.0247578,0.00292051,168.759,-112.527,17.7818,90.0,6845
0.0183764,-0.0214325,0.00254224,151.883,-101.274,16.0036,91.0,6845
0.0144531,-0.0168468,0.00203604,135.007,-90.0215,14.2254,92.0,6845
0.0101001,-0.0117576,0.00147875,118.131,-78.7688,12.4472,93.0,6845
0.00619802,-0.00719671,0.000975072,101.255,-67.5161,10.6691,94.0,6845
0.0033822,-0.00390849,0.000600565,84.3793,-56.2634,8.89089,95.0,6845
0.00174932,-0.00200621,0.000366721,67.5034,-45.0108,7.11271,96.0,6845
0.000957646,-0.0010895,0.000232905,50.6276,-33.7581,5.33453,97.0,6845
0.000563514,-0.000638562,0.000146362,33.7517,-22.5054,3.55636,98.0,6845
0.000276551,-0.000313181,7.25618e-05,16.8759,-11.2527,1.77818,99.0,6845
6.97818e-06,-8.17573e-06,8.29779e-07,4.75523e-07,-5.57123e-07,2.82725e-08,100.0,6845
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6.15732e-05,8.62217e-05,-0.000547648,6.6878,7.92183,-13.7091,1.0,5287
0.000123146,0.000172443,-0.0010953,13.3756,15.8437,-27.4181,2.0,5287
0.00018472,0.000258665,-0.00164294,20.0634,23.7655,-41.1272,3.0,5287
0.000246293,0.000344887,-0.00219059,26.7512,31.6873,-54.8363,4.0,5287
0.000307866,0.000431108,-0.00273824,33.439,39.6092,-68.5453,5.0,5287
0.000369439,0.00051733,-0.00328589,40.1268,47.531,-82.2544,6.0,5287
0.000431012,0.000603552,-0.00383354,46.8146,55.4528,-95.9635,7.0,5287
0.000492586,0.000689774,-0.00438118,53.5024,63.3747,-109.673,8.0,5287
0.000554159,0.000775995,-0.00492883,60.1902,71.2965,-123.382,9.0,5287
0.000615787,0.000862359,-0.00547741,66.878,79.2183,-137.091,10.0,5287
0.000679491,0.000954094,-0.00606134,73.5658,87.1401,-150.8,11.0,5287
0.000756478,0.00108033,-0.00687189,80.2536,95.062,-164.509,12.0,5287
0.000874557,0.00131464,-0.00838833,86.9414,102.984,-178.218,13.0,5287
0.00107701,0.00177589,-0.0113727,93.6292,110.906,-191.927,14.0,5287
0.00140656,0.00258787,-0.0166009,100.317,118.827,-205.636,15.0,5287
0.00187899,0.00380194,-0.0243801,107.005,126.749,-219.345,16.0,5287
0.00246359,0.00533455,-0.0341725,113.693,134.671,-233.054,17.0,5287
0.00308672,0.00697478,-0.0446498,120.38,142.593,-246.763,18.0,5287
0.00365904,0.00846612,-0.0541983,127.068,150.515,-260.472,19.0,5287
0.00411149,0.00961511,-0.0615884,133.756,158.437,-274.181,20.0,5287
0.0044201,0.0103626,-0.0664221,140.444,166.358,-287.89,21.0,5287
0.0046062,0.0107769,-0.0691115,147.132,174.28,-301.599,22.0,5287
0.00471472,0.0109855,-0.0704616,153.819,182.202,-315.308,23.0,5287
0.00478855,0.0111035,-0.0712181,160.507,190.124,-329.018,24.0,5287
0.0048529,0.0111969,-0.071813,167.195,198.046,-342.727,25.0,5287
0.00491534,0.0112854,-0.0723754,173.883,205.968,-356.436,26.0,5287
0.00497729,0.0113726,-0.0729295,180.571,213.889,-370.145,27.0,5287
0.00503907,0.0114593,-0.0734807,187.258,221.811,-383.854,28.0,5287
0.00510077,0.0115459,-0.0740305,193.946,229.733,-397.563,29.0,5287
0.00516243,0.0116323,-0.0745796,200.634,237.655,-411.272,30.0,5287
0.00522406,0.0117187,-0.0751283,207.322,245.577,-424.981,31.0,5287
0.00528568,0.0118051,-0.0756767,214.01,253.499,-438.69,32.0,5287
0.00534729,0.0118914,-0.076225,220.697,261.42,-452.399,33.0,5287
0.00540889,0.0119777,-0.0767731,227.385,269.342,-466.108,34.0,5287
0.00547049,0.012064,-0.0773212,234.073,277.264,-479.817,35.0,5287
0.00553208,0.0121502,-0.0778691,240.761,285.186,-493.526,36.0,5287
0.00559367,0.0122365,-0.0784171,247.449,293.108,-507.235,37.0,5287
0.00565526,0.0123228,-0.078965,254.136,301.03,-520.944,38.0,5287
0.00571685,0.012409,-0.0795128,260.824,308.951,-534.654,39.0,5287
0.00577843,0.0124953,-0.0800606,267.512,316.873,-548.363,40.0,5287
0.00584001,0.0125815,-0.0806084,274.2,324.795,-562.072,41.0,5287
0.00590159,0.0126677,-0.0811562,280.888,332.717,-575.781,42.0,5287
0.00596317,0.012754,-0.081704,287.575,340.639,-589.49,43.0,5287
0.00602475,0.0128402,-0.0822518,294.263,348.561,-603.199,44.0,5287
0.00608633,0.0129265,-0.0827995,300.951,356.482,-616.908,45.0,5287
0.00614791,0.0130127,-0.0833473,307.639,364.404,-630.617,46.0,5287
0.00620949,0.0130989,-0.083895,314.327,372.326,-644.326,47.0,5287
0.00627107,0.0131852,-0.0844427,321.014,380.248,-658.035,48.0,5287
0.00633264,0.0132714,-0.0849904,327.702,388.17,-671.744,49.0,5287
0.00639422,0.0133576,-0.0855381,334.39,396.092,-685.453,50.0,5287
0.00633265,0.0132714,-0.0849905,327.702,388.17,-671.744,51.0,5287
0.00627108,0.0131852,-0.0844428,321.014,380.248,-658.035,52.0,5287
0.0062095,0.013099,-0.0838952,314.327,372.326,-644.326,53.0,5287
0.00614793,0.0130127,-0.0833476,307.639,364.404,-630.617,54.0,5287
0.00608636,0.0129265,-0.0827999,300.951,356.482,-616.908,55.0,5287
0.00602478,0.0128403,-0.0822523,294.263,348.561,-603.199,56.0,5287
0.00596321,0.0127541,-0.0817046,287.575,340.639,-589.49,57.0,5287
0.00590164,0.0126679,-0.081157,280.888,332.717,-575.781,58.0,5287
0.00584006,0.0125816,-0.0806093,274.2,324.795,-562.072,59.0,5287
0.00577849,0.0124954,-0.0800617,267.512,316.873,-548.363,60.0,5287
0.00571692,0.0124092,-0.079514,260.824,308.951,-534.654,61.0,5287
0.00565534,0.012323,-0.0789664,254.136,301.03,-520.944,62.0,5287
0.00559377,0.0122367,-0.0784187,247.449,293.108,-507.235,63.0,5287
0.0055322,0.0121505,-0.0778711,240.761,285.186,-493.526,64.0,5287
0.00547062,0.0120643,-0.0773234,234.073,277.264,-479.817,65.0,5287
0.00540905,0.0119781,-0.0767758,227.385,269.342,-466.108,66.0,5287
0.00534748,0.0118919,-0.0762281,220.697,261.42,-452.399,67.0,5287
0.0052859,0.0118056,-0.0756805,214.01,253.499,-438.69,68.0,5287
0.00522433,0.0117194,-0.0751328,207.322,245.577,-424.981,69.0,5287
0.00516276,0.0116332,-0.0745852,200.634,237.655,-411.272,70.0,5287
0.00510118,0.011547,-0.0740375,193.946,229.733,-397.563,71.0,5287
0.00503961,0.0114607,-0.0734899,187.258,221.811,-383.854,72.0,5287
0.00497804,0.0113745,-0.0729422,180.571,213.889,-370.145,73.0,5287
0.00491646,0.0112883,-0.0723946,173.883,205.968,-356.436,74.0,5287
0.00485489,0.0112021,-0.0718469,167.195,198.046,-342.727,75.0,5287
0.00479332,0.0111159,-0.0712993,160.507,190.124,-329.018,76.0,5287
0.00473175,0.0110296,-0.0707516,153.819,182.202,-315.308,77.0,5287
0.00467017,0.0109434,-0.070204,147.132,174.28,-301.599,78.0,5287
0.0046086,0.0108572,-0.0696564,140.444,166.358,-287.89,79.0,5287
0.00454703,0.010771,-0.0691087,133.756,158.437,-274.181,80.0,5287
0.00448545,0.0106848,-0.0685611,127.068,150.515,-260.472,81.0,5287
0.00442388,0.0105985,-0.0680134,120.38,142.593,-246.763,82.0,5287
0.00436231,0.0105123,-0.0674658,113.693,134.671,-233.054,83.0,5287
0.00430072,0.010426,-0.0669178,107.005,126.749,-219.345,84.0,5287
0.00423626,0.010332,-0.0663196,100.317,118.827,-205.636,85.0,5287
0.00415624,0.0101954,-0.0654484,93.6292,110.906,-191.927,86.0,5287
0.00403087,0.0099351,-0.0637817,86.9414,102.984,-178.218,87.0,5287
0.00381532,0.00942876,-0.0605333,80.2536,95.062,-164.509,88.0,5287
0.00346726,0.00856084,-0.0549605,73.5658,87.1401,-150.8,89.0,5287
0.0029748,0.00729896,-0.0468551,66.878,79.2183,-137.091,90.0,5287
0.00237558,0.00574577,-0.0368771,60.1902,71.2965,-123.382,91.0,5287
0.00174973,0.00411989,-0.0264317,53.5024,63.3747,-109.673,92.0,5287
0.00118849,0.00267035,-0.0171199,46.8146,55.4528,-95.9635,93.0,5287
0.000756536,0.00157353,-0.0100757,40.1268,47.531,-82.2544,94.0,5287
0.000469474,0.000872059,-0.00557289,33.439,39.6092,-68.5453,95.0,5287
0.00029905,0.000488836,-0.00311597,26.7512,31.6873,-54.8363,96.0,5287
0.000198524,0.00029633,-0.00188508,20.0634,23.7655,-41.1272,97.0,5287
0.000127249,0.000183638,-0.00116726,13.3756,15.8437,-27.4181,98.0,5287
6.3431e-05,9.12908e-05,-0.000580235,6.6878,7.92183,-13.7091,99.0,5287
1.11857e-06,3.05203e-06,-1.962e-05,2.1004e-08,5.73109e-08,-1.84223e-07,100.0,5287
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.13424e-05,-2.39546e-05,0.000769789,-0.0314637,-3.30058,19.2698,1.0,8871
8.26849e-05,-4.79092e-05,0.00153958,-0.0629275,-6.60115,38.5397,2.0,8871
0.000124027,-7.18639e-05,0.00230937,-0.0943912,-9.90173,57.8095,3.0,8871
0.00016537,-9.58185e-05,0.00307916,-0.125855,-13.2023,77.0793,4.0,8871
0.000206712,-0.000119773,0.00384894,-0.157319,-16.5029,96.3491,5.0,8871
0.000248055,-0.000143728,0.00461873,-0.188782,-19.8035,115.619,6.0,8871
0.000289397,-0.000167682,0.00538852,-0.220246,-23.104,134.889,7.0,8871
0.00033074,-0.000191637,0.00615831,-0.25171,-26.4046,154.159,8.0,8871
0.00037331,-0.000215368,0.00693811,-0.283174,-29.7052,173.428,9.0,8871
0.000436451,-0.000235277,0.00788428,-0.314638,-33.0058,192.698,10.0,8871
0.000599605,-0.000234603,0.00960841,-0.346101,-36.3063,211.968,11.0,8871
0.00104855,-0.000161669,0.0133472,-0.377565,-39.6069,231.238,12.0,8871
0.00205496,8.32385e-05,0.0205353,-0.40903,-42.9075,250.508,13.0,8871
0.00374916,0.000565121,0.0315947,-0.440494,-46.2081,269.778,14.0,8871
0.00587569,0.00119967,0.0450301,-0.471958,-49.5087,289.047,15.0,8871
0.00789004,0.00178581,0.0579852,-0.503422,-52.8092,308.317,16.0,8871
0.00933032,0.00216241,0.067891,-0.534886,-56.1098,327.587,17.0,8871
0.010109,0.00232282,0.073891,-0.566349,-59.4104,346.857,18.0,8871
0.0104376,0.00236031,0.0768594,-0.597813,-62.711,366.127,19.0,8871
0.0105563,0.00235121,0.0782469,-0.629277,-66.0115,385.397,20.0,8871
0.0106115,0.0023298,0.079129,-0.66074,-69.3121,404.666,21.0,8871
0.0106557,0.00230638,0.0799226,-0.692204,-72.6127,423.936,22.0,8871
0.0106981,0.00228261,0.0807008,-0.723667,-75.9133,443.206,23.0,8871
0.0107399,0.00225875,0.0814746,-0.755131,-79.2138,462.476,24.0,8871
0.0107816,0.00223485,0.0822467,-0.786594,-82.5144,481.746,25.0,8871
0.0108231,0.00221092,0.083018,-0.818058,-85.815,501.016,26.0,8871
0.0108646,0.00218699,0.0837888,-0.849522,-89.1156,520.285,27.0,8871
0.010906,0.00216306,0.0845594,-0.880986,-92.4161,539.555,28.0,8871
0.0109474,0.00213911,0.0853298,-0.912449,-95.7167,558.825,29.0,8871
0.0109888,0.00211517,0.0861,-0.943913,-99.0173,578.095,30.0,8871
0.0110302,0.00209122,0.0868702,-0.975377,-102.318,597.365,31.0,8871
0.0110716,0.00206728,0.0876403,-1.00684,-105.618,616.635,32.0,8871
0.011113,0.00204333,0.0884103,-1.0383,-108.919,635.904,33.0,8871
0.0111543,0.00201938,0.0891803,-1.06977,-112.22,655.174,34.0,8871
0.0111957,0.00199543,0.0899503,-1.10123,-115.52,674.444,35.0,8871
0.0112371,0.00197148,0.0907203,-1.1327,-118.821,693.714,36.0,8871
0.0112784,0.00194752,0.0914902,-1.16416,-122.121,712.984,37.0,8871
0.0113198,0.00192357,0.0922601,-1.19562,-125.422,732.253,38.0,8871
0.0113611,0.00189962,0.09303,-1.22709,-128.722,751.523,39.0,8871
0.0114025,0.00187567,0.0937999,-1.25855,-132.023,770.793,40.0,8871
0.0114438,0.00185171,0.0945698,-1.29001,-135.324,790.063,41.0,8871
0.0114852,0.00182776,0.0953397,-1.32148,-138.624,809.333,42.0,8871
0.0115265,0.00180381,0.0961095,-1.35294,-141.925,828.603,43.0,8871
0.0115679,0.00177986,0.0968794,-1.38441,-145.225,847.872,44.0,8871
0.0116092,0.0017559,0.0976492,-1.41587,-148.526,867.142,45.0,8871
0.0116506,0.00173195,0.0984191,-1.44733,-151.827,886.412,46.0,8871
0.0116919,0.001708,0.0991889,-1.4788,-155.127,905.682,47.0,8871
0.0117333,0.00168404,0.0999588,-1.51026,-158.428,924.952,48.0,8871
0.0117746,0.00166009,0.100729,-1.54172,-161.728,944.222,49.0,8871
0.011816,0.00163614,0.101498,-1.57319,-165.029,963.491,50.0,8871
0.0117746,0.00166009,0.100729,-1.54172,-161.728,944.222,51.0,8871
0.0117333,0.00168404,0.0999588,-1.51026,-158.428,924.952,52.0,8871
0.011692,0.001708,0.0991891,-1.4788,-155.127,905.682,53.0,8871
0.0116506,0.00173195,0.0984193,-1.44733,-151.827,886.412,54.0,8871
0.0116093,0.00175591,0.0976495,-1.41587,-148.526,867.142,55.0,8871
0.0115679,0.00177986,0.0968797,-1.38441,-145.225,847.872,56.0,8871
0.0115266,0.00180382,0.0961099,-1.35294,-141.925,828.603,57.0,8871
0.0114852,0.00182777,0.0953401,-1.32148,-138.624,809.333,58.0,8871
0.0114439,0.00185173,0.0945703,-1.29001,-135.324,790.063,59.0,8871
0.0114026,0.00187568,0.0938005,-1.25855,-132.023,770.793,60.0,8871
0.0113612,0.00189964,0.0930307,-1.22709,-128.722,751.523,61.0,8871
0.0113199,0.00192359,0.092261,-1.19562,-125.422,732.253,62.0,8871
0.0112785,0.00194755,0.0914912,-1.16416,-122.121,712.984,63.0,8871
0.0112372,0.0019715,0.0907214,-1.1327,-118.821,693.714,64.0,8871
0.0111958,0.00199545,0.0899516,-1.10123,-115.52,674.444,65.0,8871
0.0111545,0.00201941,0.0891818,-1.06977,-112.22,655.174,66.0,8871
0.0111132,0.00204336,0.088412,-1.0383,-108.919,635.904,67.0,8871
0.0110718,0.00206732,0.0876422,-1.00684,-105.618,616.635,68.0,8871
0.0110305,0.00209127,0.0868724,-0.975376,-102.318,597.365,69.0,8871
0.0109891,0.00211523,0.0861026,-0.943913,-99.0173,578.095,70.0,8871
0.0109478,0.00213918,0.0853329,-0.912449,-95.7167,558.825,71.0,8871
0.0109065,0.00216314,0.0845631,-0.880985,-92.4161,539.555,72.0,8871
0.0108651,0.00218709,0.0837933,-0.849521,-89.1156,520.285,73.0,8871
0.0108238,0.00221105,0.0830235,-0.818058,-85.815,501.016,74.0,8871
0.0107824,0.002235,0.0822537,-0.786594,-82.5144,481.746,75.0,8871
0.0107411,0.00225896,0.0814839,-0.75513,-79.2138,462.476,76.0,8871
0.0106997,0.00228291,0.0807141,-0.723666,-75.9133,443.206,77.0,8871
0.0106584,0.00230686,0.0799443,-0.692203,-72.6127,423.936,78.0,8871
0.0106171,0.00233082,0.0791745,-0.660739,-69.3121,404.666,79.0,8871
0.0105757,0.00235477,0.0784048,-0.629275,-66.0115,385.397,80.0,8871
0.0105344,0.00237873,0.077635,-0.597811,-62.711,366.127,81.0,8871
0.010493,0.00240268,0.0768652,-0.566348,-59.4104,346.857,82.0,8871
0.0104517,0.00242664,0.0760954,-0.534884,-56.1098,327.587,83.0,8871
0.0104103,0.00245059,0.0753256,-0.50342,-52.8092,308.317,84.0,8871
0.010369,0.00247455,0.0745558,-0.471956,-49.5087,289.047,85.0,8871
0.0103277,0.0024985,0.073786,-0.440493,-46.2081,269.778,86.0,8871
0.0102788,0.00252029,0.072968,-0.409029,-42.9075,250.508,87.0,8871
0.010171,0.00252492,0.0717686,-0.377565,-39.6069,231.238,88.0,8871
0.00986666,0.00247241,0.0692988,-0.346101,-36.3063,211.968,89.0,8871
0.00915899,0.00230268,0.0642224,-0.314637,-33.0058,192.698,90.0,8871
0.00789311,0.00197067,0.0555381,-0.283174,-29.7052,173.428,91.0,8871
0.00612443,0.00149251,0.0436042,-0.25171,-26.4046,154.159,92.0,8871
0.00415881,0.000957105,0.0303974,-0.220246,-23.104,134.889,93.0,8871
0.00240942,0.000484554,0.0185881,-0.188782,-19.8035,115.619,94.0,8871
0.00117217,0.000160872,0.0100889,-0.157318,-16.5029,96.3491,95.0,8871
0.000490105,-1.42227e-06,0.00517799,-0.125855,-13.2023,77.0793,96.0,8871
0.000201929,-4.92189e-05,0.00281286,-0.0943909,-9.90173,57.8095,97.0,8871
9.96287e-05,-4.29839e-05,0.00164909,-0.0629271,-6.60115,38.5397,98.0,8871
4.73891e-05,-2.21969e-05,0.00080887,-0.0314634,-3.30058,19.2698,99.0,8871
3.28895e-06,9.56055e-07,2.12572e-05,3.75881e-07,1.09263e-07,1.21471e-06,100.0,8871
