e11,e22,e12,s11,s22,s12,timestep,simulation_id
-0.0240532,0.0197155,-0.0335128,-174.63,500.566,-175.406,28.0,3302
-0.0242884,0.019962,-0.0337631,-180.867,518.444,-181.67,29.0,3302
-0.0245236,0.0202084,-0.0340133,-187.104,536.321,-187.935,30.0,3302
-0.0247587,0.0204549,-0.0342636,-193.34,554.198,-194.199,31.0,3302
-0.0249939,0.0207014,-0.0345138,-199.577,572.076,-200.463,32.0,3302
-0.0252291,0.0209479,-0.0347641,-205.814,589.953,-206.728,33.0,3302
-0.0254643,0.0211943,-0.0350143,-212.051,607.831,-212.992,34.0,3302
-0.0256995,0.0214408,-0.0352646,-218.288,625.708,-219.257,35.0,3302
-0.0259347,0.0216873,-0.0355148,-224.524,643.585,-225.521,36.0,3302
-0.0261698,0.0219338,-0.0357651,-230.761,661.463,-231.786,37.0,3302
-0.026405,0.0221802,-0.0360153,-236.998,679.34,-238.05,38.0,3302
-0.0266402,0.0224267,-0.0362656,-243.235,697.217,-244.315,39.0,3302
-0.0268754,0.0226732,-0.0365158,-249.472,715.095,-250.579,40.0,3302
-0.0271106,0.0229196,-0.0367661,-255.708,732.972,-256.844,41.0,3302
-0.0273457,0.0231661,-0.0370163,-261.945,750.85,-263.108,42.0,3302
-0.0275809,0.0234126,-0.0372666,-268.182,768.727,-269.373,43.0,3302
-0.0278161,0.0236591,-0.0375168,-274.419,786.604,-275.637,44.0,3302
-0.0280513,0.0239055,-0.0377671,-280.656,804.482,-281.902,45.0,3302
-0.0282865,0.024152,-0.0380174,-286.892,822.359,-288.166,46.0,3302
-0.0285217,0.0243985,-0.0382676,-293.129,840.236,-294.431,47.0,3302
-0.0287568,0.024645,-0.0385179,-299.366,858.114,-300.695,48.0,3302
-0.028992,0.0248914,-0.0387681,-305.603,875.991,-306.96,49.0,3302
-0.0292272,0.0251379,-0.0390184,-311.839,893.868,-313.224,50.0,3302
-0.028992,0.0248914,-0.0387681,-305.603,875.991,-306.96,51.0,3302
-0.0287568,0.024645,-0.0385179,-299.366,858.114,-300.695,52.0,3302
-0.0285217,0.0243985,-0.0382676,-293.129,840.236,-294.431,53.0,3302
-0.0282865,0.024152,-0.0380174,-286.892,822.359,-288.166,54.0,3302
-0.0280513,0.0239055,-0.0377671,-280.656,804.482,-281.902,55.0,3302
-0.0278161,0.0236591,-0.0375168,-274.419,786.604,-275.637,56.0,3302
-0.0275809,0.0234126,-0.0372666,-268.182,768.727,-269.373,57.0,3302
-0.0273457,0.0231661,-0.0370163,-261.945,750.85,-263.108,58.0,3302
-0.0271106,0.0229196,-0.0367661,-255.708,732.972,-256.844,59.0,3302
-0.0268754,0.0226732,-0.0365158,-249.472,715.095,-250.579,60.0,3302
-0.0266402,0.0224267,-0.0362656,-243.235,697.217,-244.315,61.0,3302
-0.026405,0.0221802,-0.0360153,-236.998,679.34,-238.05,62.0,3302
-0.0261698,0.0219338,-0.0357651,-230.761,661.463,-231.786,63.0,3302
-0.0259347,0.0216873,-0.0355148,-224.524,643.585,-225.521,64.0,3302
-0.0256995,0.0214408,-0.0352646,-218.288,625.708,-219.257,65.0,3302
-0.0254643,0.0211943,-0.0350143,-212.051,607.831,-212.992,66.0,3302
-0.0252291,0.0209479,-0.0347641,-205.814,589.953,-206.728,67.0,3302
-0.0249939,0.0207014,-0.0345138,-199.577,572.076,-200.463,68.0,3302
-0.0247587,0.0204549,-0.0342636,-193.34,554.198,-194.199,69.0,3302
-0.0245236,0.0202084,-0.0340133,-187.104,536.321,-187.935,70.0,3302
-0.0242884,0.019962,-0.0337631,-180.867,518.444,-181.67,71.0,3302
-0.0240532,0.0197155,-0.0335128,-174.63,500.566,-175.406,72.0,3302
-0.023818,0.019469,-0.0332625,-168.393,482.689,-169.141,73.0,3302
-0.0235828,0.0192226,-0.0330123,-162.157,464.812,-162.877,74.0,3302
-0.0233477,0.0189761,-0.032762,-155.92,446.934,-156.612,75.0,3302
-0.0231125,0.0187296,-0.0325118,-149.683,429.057,-150.348,76.0,3302
-0.0228773,0.0184831,-0.0322615,-143.446,411.179,-144.083,77.0,3302
-0.0226421,0.0182367,-0.0320113,-137.209,393.302,-137.819,78.0,3302
-0.0224069,0.0179902,-0.031761,-130.973,375.425,-131.554,79.0,3302
-0.0221717,0.0177437,-0.0315108,-124.736,357.547,-125.29,80.0,3302
-0.0219366,0.0174972,-0.0312605,-118.499,339.67,-119.025,81.0,3302
-0.0217014,0.0172508,-0.0310103,-112.262,321.793,-112.761,82.0,3302
-0.0214662,0.0170043,-0.03076,-106.025,303.915,-106.496,83.0,3302
-0.021231,0.0167578,-0.0305098,-99.7886,286.038,-100.232,84.0,3302
-0.0209958,0.0165114,-0.0302595,-93.5518,268.161,-93.9673,85.0,3302
-0.0207606,0.0162649,-0.0300093,-87.315,250.283,-87.7028,86.0,3302
-0.0205255,0.0160184,-0.029759,-81.0783,232.406,-81.4383,87.0,3302
-0.0202903,0.0157719,-0.0295088,-74.8415,214.528,-75.1738,88.0,3302
-0.0200551,0.0155255,-0.0292585,-68.6047,196.651,-68.9093,89.0,3302
-0.0198199,0.015279,-0.0290082,-62.3679,178.774,-62.6448,90.0,3302
-0.0195847,0.0150325,-0.028758,-56.1311,160.896,-56.3804,91.0,3302
-0.0193496,0.014786,-0.0285077,-49.8943,143.019,-50.1159,92.0,3302
-0.0191144,0.0145396,-0.0282575,-43.6575,125.142,-43.8514,93.0,3302
-0.0188792,0.0142931,-0.0280072,-37.4207,107.264,-37.5869,94.0,3302
-0.018644,0.0140466,-0.027757,-31.1839,89.3868,-31.3224,95.0,3302
-0.0184088,0.0138002,-0.0275067,-24.9472,71.5095,-25.0579,96.0,3302
-0.0181736,0.0135537,-0.0272565,-18.7104,53.6321,-18.7935,97.0,3302
-0.0179385,0.0133072,-0.0270062,-12.4736,35.7547,-12.529,98.0,3302
-0.0177033,0.0130607,-0.026756,-6.23679,17.8774,-6.26448,99.0,3302
-0.0174681,0.0128143,-0.0265057,-3.79157e-07,2.78153e-07,-2.87665e-07,100.0,3302
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.000226791,2.98634e-05,0.000307225,-10.5972,2.25227,7.69065,1.0,3361
-0.000453581,5.97268e-05,0.00061445,-21.1943,4.50455,15.3813,2.0,3361
-0.000680372,8.95902e-05,0.000921676,-31.7915,6.75682,23.072,3.0,3361
-0.000907162,0.000119454,0.0012289,-42.3887,9.00909,30.7626,4.0,3361
-0.00113395,0.000149317,0.00153613,-52.9858,11.2614,38.4533,5.0,3361
-0.00136074,0.00017918,0.00184335,-63.583,13.5136,46.1439,6.0,3361
-0.00158753,0.000209044,0.00215058,-74.1802,15.7659,53.8346,7.0,3361
-0.00181432,0.000238907,0.0024578,-84.7773,18.0182,61.5252,8.0,3361
-0.00204111,0.000268771,0.00276503,-95.3745,20.2705,69.2159,9.0,3361
-0.00226791,0.000298634,0.00307226,-105.972,22.5227,76.9065,10.0,3361
-0.00249656,0.000328225,0.00338232,-116.569,24.775,84.5972,11.0,3361
-0.00274883,0.000354334,0.00372833,-127.166,27.0273,92.2878,12.0,3361
-0.00310071,0.000365056,0.00422653,-137.763,29.2795,99.9785,13.0,3361
-0.00370188,0.000332685,0.00510906,-148.36,31.5318,107.669,14.0,3361
-0.00474916,0.000209954,0.00668926,-158.957,33.7841,115.36,15.0,3361
-0.00640581,-5.54528e-05,0.00923691,-169.555,36.0364,123.05,16.0,3361
-0.00870255,-0.000485859,0.0128121,-180.152,38.2886,130.741,17.0,3361
-0.0114806,-0.00104506,0.0171636,-190.749,40.5409,138.432,18.0,3361
-0.0144189,-0.00164271,0.0217702,-201.346,42.7932,146.122,19.0,3361
-0.0171391,-0.00217164,0.0260173,-211.943,45.0455,153.813,20.0,3361
-0.0193376,-0.00255547,0.0294189,-222.54,47.2977,161.504,21.0,3361
-0.0208834,-0.00277741,0.0317773,-233.138,49.55,169.194,22.0,3361
-0.0218347,-0.00287207,0.0332009,-243.735,51.8023,176.885,23.0,3361
-0.0223717,-0.00289111,0.0339829,-254.332,54.0545,184.576,24.0,3361
-0.0226945,-0.00287563,0.0344364,-264.929,56.3068,192.266,25.0,3361
-0.0229445,-0.00284918,0.0347789,-275.526,58.5591,199.957,26.0,3361
-0.0231779,-0.00282029,0.0350963,-286.123,60.8114,207.648,27.0,3361
-0.0234074,-0.00279082,0.0354077,-296.721,63.0636,215.338,28.0,3361
-0.0236356,-0.00276116,0.035717,-307.318,65.3159,223.029,29.0,3361
-0.0238632,-0.00273142,0.0360255,-317.915,67.5682,230.72,30.0,3361
-0.0240906,-0.00270164,0.0363336,-328.512,69.8205,238.41,31.0,3361
-0.0243178,-0.00267183,0.0366414,-339.109,72.0727,246.101,32.0,3361
-0.0245448,-0.00264201,0.036949,-349.706,74.325,253.791,33.0,3361
-0.0247718,-0.00261218,0.0372566,-360.304,76.5773,261.482,34.0,3361
-0.0249988,-0.00258234,0.0375641,-370.901,78.8295,269.173,35.0,3361
-0.0252257,-0.00255249,0.0378715,-381.498,81.0818,276.863,36.0,3361
-0.0254527,-0.00252265,0.0381789,-392.095,83.3341,284.554,37.0,3361
-0.0256795,-0.0024928,0.0384863,-402.692,85.5864,292.245,38.0,3361
-0.0259064,-0.00246295,0.0387936,-413.289,87.8386,299.935,39.0,3361
-0.0261333,-0.0024331,0.039101,-423.887,90.0909,307.626,40.0,3361
-0.0263601,-0.00240324,0.0394083,-434.484,92.3432,315.317,41.0,3361
-0.026587,-0.00237339,0.0397156,-445.081,94.5955,323.007,42.0,3361
-0.0268138,-0.00234353,0.0400229,-455.678,96.8477,330.698,43.0,3361
-0.0270406,-0.00231367,0.0403302,-466.275,99.1,338.389,44.0,3361
-0.0272675,-0.00228381,0.0406375,-476.872,101.352,346.079,45.0,3361
-0.0274943,-0.00225396,0.0409448,-487.47,103.605,353.77,46.0,3361
-0.0277211,-0.0022241,0.041252,-498.067,105.857,361.461,47.0,3361
-0.0279479,-0.00219424,0.0415593,-508.664,108.109,369.151,48.0,3361
-0.0281748,-0.00216438,0.0418666,-519.261,110.361,376.842,49.0,3361
-0.0284016,-0.00213452,0.0421738,-529.858,112.614,384.533,50.0,3361
-0.0281748,-0.00216438,0.0418666,-519.261,110.361,376.842,51.0,3361
-0.027948,-0.00219425,0.0415594,-508.664,108.109,369.151,52.0,3361
-0.0277212,-0.00222411,0.0412522,-498.067,105.857,361.461,53.0,3361
-0.0274944,-0.00225397,0.0409449,-487.47,103.605,353.77,54.0,3361
-0.0272676,-0.00228384,0.0406377,-476.872,101.352,346.079,55.0,3361
-0.0270408,-0.0023137,0.0403305,-466.275,99.1,338.389,56.0,3361
-0.026814,-0.00234356,0.0400233,-455.678,96.8477,330.698,57.0,3361
-0.0265873,-0.00237343,0.039716,-445.081,94.5955,323.007,58.0,3361
-0.0263605,-0.00240329,0.0394088,-434.484,92.3432,315.317,59.0,3361
-0.0261337,-0.00243315,0.0391016,-423.887,90.0909,307.626,60.0,3361
-0.0259069,-0.00246302,0.0387944,-413.289,87.8386,299.935,61.0,3361
-0.0256801,-0.00249288,0.0384871,-402.692,85.5864,292.245,62.0,3361
-0.0254533,-0.00252274,0.0381799,-392.095,83.3341,284.554,63.0,3361
-0.0252265,-0.00255261,0.0378727,-381.498,81.0818,276.863,64.0,3361
-0.0249997,-0.00258247,0.0375655,-370.901,78.8295,269.173,65.0,3361
-0.0247729,-0.00261233,0.0372582,-360.304,76.5773,261.482,66.0,3361
-0.0245461,-0.0026422,0.036951,-349.706,74.325,253.791,67.0,3361
-0.0243193,-0.00267206,0.0366438,-339.109,72.0727,246.101,68.0,3361
-0.0240926,-0.00270192,0.0363366,-328.512,69.8205,238.41,69.0,3361
-0.0238658,-0.00273179,0.0360293,-317.915,67.5682,230.72,70.0,3361
-0.023639,-0.00276165,0.0357221,-307.318,65.3159,223.029,71.0,3361
-0.0234122,-0.00279151,0.0354149,-296.721,63.0636,215.338,72.0,3361
-0.0231854,-0.00282138,0.0351077,-286.123,60.8114,207.648,73.0,3361
-0.0229586,-0.00285124,0.0348004,-275.526,58.5591,199.957,74.0,3361
-0.0227318,-0.0028811,0.0344932,-264.929,56.3068,192.266,75.0,3361
-0.022505,-0.00291097,0.034186,-254.332,54.0545,184.576,76.0,3361
-0.0222782,-0.00294083,0.0338788,-243.735,51.8023,176.885,77.0,3361
-0.0220514,-0.00297069,0.0335715,-233.138,49.55,169.194,78.0,3361
-0.0218247,-0.00300056,0.0332643,-222.54,47.2977,161.504,79.0,3361
-0.0215979,-0.00303042,0.0329571,-211.943,45.0455,153.813,80.0,3361
-0.0213711,-0.00306028,0.0326499,-201.346,42.7932,146.122,81.0,3361
-0.0211443,-0.00309015,0.0323426,-190.749,40.5409,138.432,82.0,3361
-0.0209175,-0.00312001,0.0320354,-180.152,38.2886,130.741,83.0,3361
-0.0206797,-0.00314753,0.0317109,-169.555,36.0364,123.05,84.0,3361
-0.0203814,-0.0031622,0.0312913,-158.957,33.7841,115.36,85.0,3361
-0.0199049,-0.00313896,0.0305916,-148.36,31.5318,107.669,86.0,3361
-0.019064,-0.00303827,0.0293194,-137.763,29.2795,99.9785,87.0,3361
-0.0176599,-0.0028178,0.027162,-127.166,27.0273,92.2878,88.0,3361
-0.0155859,-0.00245492,0.023952,-116.569,24.775,84.5972,89.0,3361
-0.0129237,-0.00196696,0.0198175,-105.972,22.5227,76.9065,90.0,3361
-0.00995649,-0.00141418,0.0152038,-95.3745,20.2705,69.2159,91.0,3361
-0.00708082,-0.000880842,0.010734,-84.7773,18.0182,61.5252,92.0,3361
-0.00465881,-0.000443963,0.00697701,-74.1802,15.7659,53.8346,93.0,3361
-0.00288882,-0.000145716,0.00424469,-63.583,13.5136,46.1439,94.0,3361
-0.00176053,1.60962e-05,0.00252077,-52.9858,11.2614,38.4533,95.0,3361
-0.00111182,7.59397e-05,0.00155052,-42.3887,9.00909,30.7626,96.0,3361
-0.000737121,7.75244e-05,0.00101086,-31.7915,6.75682,23.072,97.0,3361
-0.00047254,5.56958e-05,0.000644244,-21.1943,4.50455,15.3813,98.0,3361
-0.000236033,2.78983e-05,0.00032175,-10.5972,2.25227,7.69065,99.0,3361
-5.75624e-06,-1.22388e-06,9.04578e-06,-2.59907e-07,-5.52612e-08,2.0422e-07,100.0,3361
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.000214261,-2.49877e-05,-1.28661e-05,9.20675,-2.77129,-0.322071,1.0,8585
0.000428522,-4.99753e-05,-2.57321e-05,18.4135,-5.54259,-0.644142,2.0,8585
0.000642783,-7.4963e-05,-3.85982e-05,27.6202,-8.31388,-0.966213,3.0,8585
0.000857044,-9.99506e-05,-5.14642e-05,36.827,-11.0852,-1.28828,4.0,8585
0.00107131,-0.000124938,-6.43303e-05,46.0337,-13.8565,-1.61036,5.0,8585
0.00128557,-0.000149926,-7.71964e-05,55.2405,-16.6278,-1.93243,6.0,8585
0.00149983,-0.000174914,-9.00624e-05,64.4472,-19.3991,-2.2545,7.0,8585
0.00171409,-0.000199901,-0.000102928,73.654,-22.1703,-2.57657,8.0,8585
0.00192835,-0.000224889,-0.000115795,82.8607,-24.9416,-2.89864,9.0,8585
0.00214261,-0.000249877,-0.000128661,92.0675,-27.7129,-3.22071,10.0,8585
0.00235687,-0.000274864,-0.000141527,101.274,-30.4842,-3.54278,11.0,8585
0.00257113,-0.000299852,-0.000154393,110.481,-33.2555,-3.86485,12.0,8585
0.00278539,-0.00032484,-0.000167259,119.688,-36.0268,-4.18692,13.0,8585
0.00299965,-0.000349827,-0.000180125,128.894,-38.7981,-4.509,14.0,8585
0.00321392,-0.000374815,-0.000192991,138.101,-41.5694,-4.83107,15.0,8585
0.00342818,-0.000399803,-0.000205857,147.308,-44.3407,-5.15314,16.0,8585
0.00364256,-0.000424826,-0.000218732,156.515,-47.112,-5.47521,17.0,8585
0.00385949,-0.00045062,-0.000231809,165.721,-49.8833,-5.79728,18.0,8585
0.00408993,-0.000480503,-0.000245955,174.928,-52.6546,-6.11935,19.0,8585
0.00436059,-0.000522614,-0.000263286,184.135,-55.4259,-6.44142,20.0,8585
0.00472032,-0.000592076,-0.000287696,193.342,-58.1972,-6.76349,21.0,8585
0.00524404,-0.000712865,-0.000325233,202.548,-60.9684,-7.08556,22.0,8585
0.00603213,-0.000918772,-0.000384149,211.755,-63.7397,-7.40764,23.0,8585
0.00720223,-0.00125216,-0.000474377,220.962,-66.511,-7.72971,24.0,8585
0.00887203,-0.00175897,-0.000606182,230.169,-69.2823,-8.05178,25.0,8585
0.0111347,-0.00247934,-0.000788045,239.375,-72.0536,-8.37385,26.0,8585
0.0140324,-0.00343576,-0.0010242,248.582,-74.8249,-8.69592,27.0,8585
0.0175361,-0.00462258,-0.00131265,257.789,-77.5962,-9.01799,28.0,8585
0.0215383,-0.00600107,-0.00164432,266.996,-80.3675,-9.34006,29.0,8585
0.0258619,-0.00750227,-0.00200376,276.202,-83.1388,-9.66213,30.0,8585
0.0302828,-0.00903701,-0.00237128,285.409,-85.9101,-9.98421,31.0,8585
0.0345627,-0.0105108,-0.00272595,294.616,-88.6814,-10.3063,32.0,8585
0.0384845,-0.0118399,-0.00304893,303.823,-91.4527,-10.6283,33.0,8585
0.0418833,-0.0129647,-0.00332626,313.029,-94.224,-10.9504,34.0,8585
0.0446664,-0.0138575,-0.00355066,322.236,-96.9952,-11.2725,35.0,8585
0.0468192,-0.0145216,-0.0037217,331.443,-99.7665,-11.5946,36.0,8585
0.0483943,-0.0149846,-0.00384461,340.65,-102.538,-11.9166,37.0,8585
0.0494897,-0.0152873,-0.00392818,349.856,-105.309,-12.2387,38.0,8585
0.0502236,-0.0154734,-0.00398249,359.063,-108.08,-12.5608,39.0,8585
0.0507112,-0.0155821,-0.00401706,368.27,-110.852,-12.8828,40.0,8585
0.0510515,-0.0156454,-0.00403992,377.477,-113.623,-13.2049,41.0,8585
0.0513185,-0.0156864,-0.00405695,386.683,-116.394,-13.527,42.0,8585
0.0515551,-0.0157182,-0.00407159,395.89,-119.166,-13.8491,43.0,8585
0.0517801,-0.0157464,-0.0040853,405.097,-121.937,-14.1711,44.0,8585
0.0520002,-0.0157731,-0.00409863,414.304,-124.708,-14.4932,45.0,8585
0.052218,-0.0157992,-0.00411177,423.51,-127.479,-14.8153,46.0,8585
0.0524346,-0.0158249,-0.00412482,432.717,-130.251,-15.1373,47.0,8585
0.0526505,-0.0158504,-0.00413782,441.924,-133.022,-15.4594,48.0,8585
0.052866,-0.0158757,-0.00415078,451.131,-135.793,-15.7815,49.0,8585
0.0530812,-0.015901,-0.00416372,460.337,-138.565,-16.1036,50.0,8585
0.0528669,-0.015876,-0.00415086,451.131,-135.793,-15.7815,51.0,8585
0.0526526,-0.015851,-0.00413799,441.924,-133.022,-15.4594,52.0,8585
0.0524384,-0.015826,-0.00412512,432.717,-130.251,-15.1373,53.0,8585
0.0522241,-0.015801,-0.00411226,423.51,-127.479,-14.8153,54.0,8585
0.0520098,-0.0157761,-0.00409939,414.304,-124.708,-14.4932,55.0,8585
0.0517956,-0.0157511,-0.00408653,405.097,-121.937,-14.1711,56.0,8585
0.0515813,-0.0157261,-0.00407366,395.89,-119.166,-13.8491,57.0,8585
0.0513671,-0.0157011,-0.00406079,386.683,-116.394,-13.527,58.0,8585
0.0511528,-0.0156761,-0.00404793,377.477,-113.623,-13.2049,59.0,8585
0.0509385,-0.0156511,-0.00403506,368.27,-110.852,-12.8828,60.0,8585
0.0507243,-0.0156261,-0.00402219,359.063,-108.08,-12.5608,61.0,8585
0.05051,-0.0156011,-0.00400933,349.856,-105.309,-12.2387,62.0,8585
0.0502958,-0.0155762,-0.00399646,340.65,-102.538,-11.9166,63.0,8585
0.0500815,-0.0155512,-0.0039836,331.443,-99.7665,-11.5946,64.0,8585
0.0498672,-0.0155262,-0.00397073,322.236,-96.9953,-11.2725,65.0,8585
0.049653,-0.0155012,-0.00395786,313.029,-94.224,-10.9504,66.0,8585
0.0494387,-0.0154762,-0.003945,303.823,-91.4527,-10.6283,67.0,8585
0.0492245,-0.0154512,-0.00393213,294.616,-88.6814,-10.3063,68.0,8585
0.0490102,-0.0154262,-0.00391927,285.409,-85.9101,-9.98421,69.0,8585
0.0487959,-0.0154012,-0.0039064,276.202,-83.1388,-9.66213,70.0,8585
0.0485817,-0.0153763,-0.00389353,266.996,-80.3675,-9.34006,71.0,8585
0.0483674,-0.0153513,-0.00388067,257.789,-77.5962,-9.01799,72.0,8585
0.0481476,-0.0153244,-0.00386734,248.582,-74.8249,-8.69592,73.0,8585
0.0478909,-0.0152847,-0.00385095,239.375,-72.0536,-8.37385,74.0,8585
0.0475595,-0.0152192,-0.00382835,230.169,-69.2823,-8.05178,75.0,8585
0.0470854,-0.0151043,-0.00379389,220.962,-66.511,-7.72971,76.0,8585
0.0463748,-0.0149077,-0.00373979,211.755,-63.7397,-7.40764,77.0,8585
0.0453156,-0.0145905,-0.00365671,202.548,-60.9684,-7.08556,78.0,8585
0.0437923,-0.0141129,-0.00353508,193.342,-58.1972,-6.76349,79.0,8585
0.0417082,-0.0134412,-0.00336684,184.135,-55.4259,-6.44142,80.0,8585
0.0390096,-0.0125571,-0.00314755,174.928,-52.6546,-6.11935,81.0,8585
0.0357065,-0.011464,-0.00287803,165.721,-49.8833,-5.79728,82.0,8585
0.0318818,-0.0101904,-0.00256517,156.515,-47.112,-5.47521,83.0,8585
0.0276872,-0.00878898,-0.00222157,147.308,-44.3407,-5.15314,84.0,8585
0.0233257,-0.00732982,-0.00186411,138.101,-41.5694,-4.83107,85.0,8585
0.0190242,-0.00589137,-0.00151162,128.894,-38.7981,-4.509,86.0,8585
0.0150007,-0.00454911,-0.00118225,119.688,-36.0268,-4.18692,87.0,8585
0.0114347,-0.00336503,-0.000890878,110.481,-33.2555,-3.86485,88.0,8585
0.00844331,-0.00237966,-0.000647256,101.274,-30.4842,-3.54278,89.0,8585
0.00607099,-0.00160838,-0.000455075,92.0675,-27.7129,-3.22071,90.0,8585
0.00429265,-0.0010425,-0.000312247,82.8607,-24.9416,-2.89864,91.0,8585
0.00302936,-0.000654743,-0.000212216,73.654,-22.1703,-2.57657,92.0,8585
0.00217154,-0.000407204,-0.000145876,64.4472,-19.3991,-2.2545,93.0,8585
0.00160252,-0.000259534,-0.000103532,55.2405,-16.6278,-1.93243,94.0,8585
0.00121623,-0.000175055,-7.63722e-05,46.0337,-13.8565,-1.61036,95.0,8585
0.000928025,-0.000124497,-5.73621e-05,36.827,-11.0852,-1.28828,96.0,8585
0.000682896,-8.88346e-05,-4.19312e-05,27.6202,-8.31388,-0.966213,97.0,8585
0.000454524,-5.89672e-05,-2.78927e-05,18.4135,-5.54259,-0.644142,98.0,8585
0.00023289,-3.143e-05,-1.4414e-05,9.20675,-2.77129,-0.322071,99.0,8585
1.42956e-05,-4.94366e-06,-1.18784e-06,2.85656e-07,-9.87834e-08,-1.18677e-08,100.0,8585
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.000239186,-0.000182145,-0.000290376,18.5541,-2.53991,-7.26886,1.0,6041
0.000478371,-0.000364289,-0.000580751,37.1082,-5.07982,-14.5377,2.0,6041
0.000717557,-0.000546434,-0.000871127,55.6623,-7.61972,-21.8066,3.0,6041
0.000956742,-0.000728578,-0.0011615,74.2163,-10.1596,-29.0755,4.0,6041
0.00119593,-0.000910723,-0.00145188,92.7704,-12.6995,-36.3443,5.0,6041
0.00143511,-0.00109287,-0.00174225,111.325,-15.2394,-43.6132,6.0,6041
0.0016743,-0.00127501,-0.00203263,129.879,-17.7794,-50.882,7.0,6041
0.00191348,-0.00145716,-0.00232301,148.433,-20.3193,-58.1509,8.0,6041
0.00215271,-0.00163934,-0.00261344,166.987,-22.8592,-65.4198,9.0,6041
0.00239639,-0.00182703,-0.00291145,185.541,-25.3991,-72.6886,10.0,6041
0.00268107,-0.00206548,-0.00327948,204.095,-27.939,-79.9575,11.0,6041
0.00311101,-0.00248718,-0.00390186,222.649,-30.4789,-87.2264,12.0,6041
0.00384052,-0.00330879,-0.00508901,241.203,-33.0188,-94.4952,13.0,6041
0.00495801,-0.00472238,-0.00714328,259.757,-35.5587,-101.764,14.0,6041
0.00637961,-0.00673702,-0.0101282,278.311,-38.0986,-109.033,15.0,6041
0.00795231,-0.0091432,-0.0137457,296.865,-40.6385,-116.302,16.0,6041
0.00958386,-0.0116056,-0.0174331,315.419,-43.1784,-123.571,17.0,6041
0.0111361,-0.0137536,-0.0205893,333.974,-45.7183,-130.84,18.0,6041
0.0123802,-0.0153104,-0.0228348,352.528,-48.2583,-138.108,19.0,6041
0.013197,-0.0162377,-0.0241668,371.082,-50.7982,-145.377,20.0,6041
0.0136716,-0.0167148,-0.0248657,389.636,-53.3381,-152.646,21.0,6041
0.0139733,-0.0169744,-0.0252629,408.19,-55.878,-159.915,22.0,6041
0.014225,-0.017172,-0.0255745,426.744,-58.4179,-167.184,23.0,6041
0.0144675,-0.0173582,-0.0258706,445.298,-60.9578,-174.453,24.0,6041
0.0147081,-0.0175421,-0.0261633,463.852,-63.4977,-181.722,25.0,6041
0.014948,-0.0177251,-0.0264548,482.406,-66.0376,-188.99,26.0,6041
0.0151876,-0.0179078,-0.0267459,500.96,-68.5775,-196.259,27.0,6041
0.0154271,-0.0180903,-0.0270368,519.514,-71.1174,-203.528,28.0,6041
0.0156665,-0.0182726,-0.0273275,538.068,-73.6573,-210.797,29.0,6041
0.0159058,-0.018455,-0.0276181,556.623,-76.1972,-218.066,30.0,6041
0.0161451,-0.0186373,-0.0279087,575.177,-78.7371,-225.335,31.0,6041
0.0163844,-0.0188195,-0.0281992,593.731,-81.2771,-232.604,32.0,6041
0.0166236,-0.0190018,-0.0284897,612.285,-83.817,-239.873,33.0,6041
0.0168629,-0.019184,-0.0287802,630.839,-86.3569,-247.141,34.0,6041
0.0171021,-0.0193662,-0.0290707,649.393,-88.8968,-254.41,35.0,6041
0.0173413,-0.0195484,-0.0293611,667.947,-91.4367,-261.679,36.0,6041
0.0175806,-0.0197306,-0.0296516,686.501,-93.9766,-268.948,37.0,6041
0.0178198,-0.0199128,-0.029942,705.055,-96.5165,-276.217,38.0,6041
0.018059,-0.0200949,-0.0302324,723.609,-99.0564,-283.486,39.0,6041
0.0182982,-0.0202771,-0.0305229,742.163,-101.596,-290.755,40.0,6041
0.0185374,-0.0204593,-0.0308133,760.718,-104.136,-298.023,41.0,6041
0.0187766,-0.0206415,-0.0311037,779.272,-106.676,-305.292,42.0,6041
0.0190158,-0.0208236,-0.0313941,797.826,-109.216,-312.561,43.0,6041
0.019255,-0.0210058,-0.0316845,816.38,-111.756,-319.83,44.0,6041
0.0194942,-0.021188,-0.0319749,834.934,-114.296,-327.099,45.0,6041
0.0197334,-0.0213701,-0.0322653,853.488,-116.836,-334.368,46.0,6041
0.0199726,-0.0215523,-0.0325557,872.042,-119.376,-341.637,47.0,6041
0.0202118,-0.0217344,-0.0328461,890.596,-121.916,-348.905,48.0,6041
0.020451,-0.0219166,-0.0331365,909.15,-124.455,-356.174,49.0,6041
0.0206902,-0.0220988,-0.0334269,927.704,-126.995,-363.443,50.0,6041
0.020451,-0.0219166,-0.0331365,909.15,-124.455,-356.174,51.0,6041
0.0202119,-0.0217345,-0.0328461,890.596,-121.916,-348.905,52.0,6041
0.0199727,-0.0215523,-0.0325557,872.042,-119.376,-341.637,53.0,6041
0.0197335,-0.0213702,-0.0322654,853.488,-116.836,-334.368,54.0,6041
0.0194943,-0.021188,-0.031975,834.934,-114.296,-327.099,55.0,6041
0.0192551,-0.0210059,-0.0316846,816.38,-111.756,-319.83,56.0,6041
0.0190159,-0.0208237,-0.0313942,797.826,-109.216,-312.561,57.0,6041
0.0187767,-0.0206416,-0.0311039,779.272,-106.676,-305.292,58.0,6041
